,last,ask1,asize1,bid1,bsize1,oi,volume
2021-01-05 09:18:53.651,0.0135,0.0135,1.0,0.0135,1.0,154653.0,
2021-01-05 09:21:52.471,0.0135,0.0135,24.0,0.0135,24.0,154653.0,
2021-01-05 09:22:28.710,0.0135,0.0135,24.0,0.0135,24.0,154653.0,
2021-01-05 09:22:33.880,0.014,0.014,26.0,0.014,26.0,154653.0,
2021-01-05 09:22:43.030,0.0135,0.0135,54.0,0.0135,54.0,154653.0,
2021-01-05 09:22:44.540,0.0135,0.0135,54.0,0.0135,54.0,154653.0,
2021-01-05 09:22:58.681,0.0135,0.0135,54.0,0.0135,54.0,154653.0,
2021-01-05 09:23:19.350,0.0135,0.0135,54.0,0.0135,54.0,154653.0,
2021-01-05 09:23:24.151,0.0136,0.0136,54.0,0.0136,54.0,154653.0,
2021-01-05 09:23:28.681,0.0136,0.0136,54.0,0.0136,54.0,154653.0,
2021-01-05 09:23:31.701,0.0136,0.0136,54.0,0.0136,54.0,154653.0,
2021-01-05 09:23:34.730,0.0136,0.0136,59.0,0.0136,59.0,154653.0,
2021-01-05 09:23:35.231,0.0136,0.0136,61.0,0.0136,61.0,154653.0,
2021-01-05 09:23:49.311,0.0136,0.0136,63.0,0.0136,63.0,154653.0,
2021-01-05 09:23:50.331,0.014,0.014,65.0,0.014,65.0,154653.0,
2021-01-05 09:23:52.341,0.0137,0.0137,68.0,0.0137,68.0,154653.0,
2021-01-05 09:24:00.721,0.0137,0.0137,70.0,0.0137,70.0,154653.0,
2021-01-05 09:24:01.220,0.0137,0.0137,80.0,0.0137,80.0,154653.0,
2021-01-05 09:24:21.950,0.0137,0.0137,81.0,0.0137,81.0,154653.0,
2021-01-05 09:24:33.711,0.0137,0.0137,81.0,0.0137,81.0,154653.0,
2021-01-05 09:24:34.220,0.0137,0.0137,81.0,0.0137,81.0,154653.0,
2021-01-05 09:24:34.720,0.0139,0.0139,81.0,0.0139,81.0,154653.0,
2021-01-05 09:24:47.280,0.0137,0.0137,83.0,0.0137,83.0,154653.0,
2021-01-05 09:24:48.281,0.014,0.014,83.0,0.014,83.0,154653.0,
2021-01-05 09:24:48.780,0.014,0.014,83.0,0.014,83.0,154653.0,
2021-01-05 09:24:49.291,0.014,0.014,83.0,0.014,83.0,154653.0,
2021-01-05 09:24:52.300,0.014,0.014,83.0,0.014,83.0,154653.0,
2021-01-05 09:24:57.181,0.014,0.014,84.0,0.014,84.0,154653.0,
2021-01-05 09:24:58.680,0.0143,0.0143,93.0,0.0143,93.0,154653.0,
2021-01-05 09:25:00.080,0.0143,0.0143,48.0,0.0142,115.0,154674.0,93.0
2021-01-05 09:30:00.451,0.0145,0.0147,1.0,0.0146,10.0,154788.0,270.0
2021-01-05 09:30:00.991,0.015,0.0152,130.0,0.015,482.0,154841.0,479.0
2021-01-05 09:30:01.481,0.015,0.0152,107.0,0.015,357.0,154897.0,629.0
2021-01-05 09:30:01.990,0.015,0.0152,97.0,0.015,290.0,154959.0,706.0
2021-01-05 09:30:02.501,0.015,0.0152,95.0,0.015,159.0,155049.0,839.0
2021-01-05 09:30:02.901,0.015,0.0152,95.0,0.015,33.0,155175.0,965.0
2021-01-05 09:30:03.471,0.0147,0.0147,10.0,0.0146,9.0,155202.0,1000.0
