,last,ask1,asize1,bid1,bsize1,oi,volume
2021-01-05 09:25:00.080,,0.7479,1.0,0.6679,1.0,2561.0,
2021-01-05 09:30:00.451,,0.7479,1.0,0.7049,20.0,2561.0,
2021-01-05 09:30:00.991,,0.7568,1.0,0.7049,20.0,2561.0,
2021-01-05 09:30:00.991,,0.7752,1.0,0.7049,20.0,2561.0,
2021-01-05 09:30:02.011,,0.7188,20.0,0.7081,20.0,2561.0,
2021-01-05 09:30:02.440,,0.7198,20.0,0.7091,20.0,2561.0,
2021-01-05 09:30:03.471,,0.7176,20.0,0.7069,20.0,2561.0,
2021-01-05 09:30:04.430,,0.7185,20.0,0.7078,20.0,2561.0,
2021-01-05 09:30:05.010,,1.1247,3.0,0.7078,20.0,2561.0,
2021-01-05 09:30:15.991,,1.1247,3.0,0.7078,20.0,2561.0,
2021-01-05 09:30:16.531,,0.7224,20.0,0.7117,20.0,2561.0,
2021-01-05 09:30:17.021,,0.7224,20.0,0.7078,20.0,2561.0,
2021-01-05 09:30:17.641,,0.7212,20.0,0.7105,20.0,2561.0,
2021-01-05 09:30:17.870,,0.72,20.0,0.7105,20.0,2561.0,
2021-01-05 09:30:18.750,,0.72,20.0,0.7105,20.0,2561.0,
2021-01-05 09:30:19.251,,0.72,20.0,0.7093,20.0,2561.0,
2021-01-05 09:30:19.751,,0.7192,20.0,0.7085,20.0,2561.0,
2021-01-05 09:30:20.740,,0.72,20.0,0.7093,20.0,2561.0,
2021-01-05 09:30:21.241,,0.72,20.0,0.7093,20.0,2561.0,
2021-01-05 09:30:22.240,,0.721,20.0,0.7103,20.0,2561.0,
2021-01-05 09:30:24.140,,0.7219,20.0,0.7112,20.0,2561.0,
2021-01-05 09:30:25.160,,0.7229,20.0,0.7122,20.0,2561.0,
2021-01-05 09:30:27.671,,0.7229,20.0,0.7112,20.0,2561.0,
2021-01-05 09:30:28.161,,0.7229,20.0,0.7112,20.0,2561.0,
2021-01-05 09:30:28.670,,0.7229,20.0,0.7119,20.0,2561.0,
2021-01-05 09:30:30.171,,0.7222,20.0,0.7112,20.0,2561.0,
2021-01-05 09:30:31.121,,0.7215,20.0,0.7112,20.0,2561.0,
2021-01-05 09:30:32.140,,0.7215,20.0,0.7104,20.0,2561.0,
2021-01-05 09:30:32.631,,0.7205,20.0,0.7104,20.0,2561.0,
2021-01-05 09:30:33.171,,0.7205,20.0,0.7104,20.0,2561.0,
2021-01-05 09:30:34.670,,0.7205,20.0,0.7097,20.0,2561.0,
2021-01-05 09:30:35.121,,0.7205,20.0,0.7102,10.0,2561.0,
2021-01-05 09:30:36.170,,0.7215,20.0,0.7104,20.0,2561.0,
2021-01-05 09:30:37.171,,0.7208,20.0,0.7104,20.0,2561.0,
2021-01-05 09:30:43.180,,0.7201,20.0,0.7104,20.0,2561.0,
2021-01-05 09:30:43.180,,0.7201,20.0,0.7104,20.0,2561.0,
2021-01-05 09:30:44.181,,0.7201,20.0,0.7104,20.0,2561.0,
2021-01-05 09:30:44.650,,0.7201,20.0,0.7104,20.0,2561.0,
2021-01-05 09:30:46.200,,0.7192,20.0,0.7104,20.0,2561.0,
2021-01-05 09:30:47.691,,0.7185,20.0,0.7104,20.0,2561.0,
2021-01-05 09:30:48.711,,0.7185,20.0,0.7104,20.0,2561.0,
2021-01-05 09:30:49.700,,0.7185,20.0,0.7104,20.0,2561.0,
2021-01-05 09:30:52.651,,0.7185,20.0,0.7104,20.0,2561.0,
2021-01-05 09:30:55.081,,0.7176,20.0,0.7104,20.0,2561.0,
2021-01-05 09:30:58.140,,0.7185,20.0,0.7104,20.0,2561.0,
2021-01-05 09:30:59.171,,0.7185,20.0,0.7104,20.0,2561.0,
2021-01-05 09:30:59.640,,0.7185,20.0,0.7104,20.0,2561.0,
2021-01-05 09:31:00.161,,0.7194,20.0,0.7104,20.0,2561.0,
2021-01-05 09:31:00.681,,0.7183,20.0,0.7104,20.0,2561.0,
2021-01-05 09:31:01.140,,0.7194,20.0,0.7104,20.0,2561.0,
2021-01-05 09:31:02.170,,0.7233,10.0,0.7102,10.0,2561.0,
2021-01-05 09:31:02.681,,0.7197,20.0,0.7102,10.0,2561.0,
2021-01-05 09:31:03.680,,0.7204,20.0,0.7102,10.0,2561.0,
2021-01-05 09:31:05.670,,0.7204,20.0,0.7102,10.0,2561.0,
2021-01-05 09:31:06.681,,0.7191,20.0,0.7102,10.0,2561.0,
2021-01-05 09:31:08.650,,0.718,20.0,0.7102,10.0,2561.0,
2021-01-05 09:31:09.051,,0.7191,20.0,0.7102,10.0,2561.0,
2021-01-05 09:31:09.701,,0.7191,20.0,0.7102,10.0,2561.0,
2021-01-05 09:31:10.690,,0.7184,20.0,0.7102,10.0,2561.0,
2021-01-05 09:31:12.711,,0.7191,20.0,0.7102,10.0,2561.0,
2021-01-05 09:31:13.710,,0.7191,20.0,0.7102,10.0,2561.0,
2021-01-05 09:31:14.690,,0.7191,20.0,0.7102,10.0,2561.0,
2021-01-05 09:31:16.180,,0.7191,20.0,0.7102,10.0,2561.0,
2021-01-05 09:31:17.201,,0.7184,20.0,0.7102,10.0,2561.0,
2021-01-05 09:31:18.201,,0.7184,20.0,0.7102,10.0,2561.0,
2021-01-05 09:31:19.150,,0.7184,20.0,0.7102,10.0,2561.0,
2021-01-05 09:31:19.721,,0.7184,20.0,0.7102,30.0,2561.0,
2021-01-05 09:31:20.171,,0.7184,20.0,0.7102,30.0,2561.0,
2021-01-05 09:31:20.630,,0.717,20.0,0.7102,30.0,2561.0,
2021-01-05 09:31:21.221,,0.7184,20.0,0.7102,30.0,2561.0,
2021-01-05 09:31:22.211,,0.7184,20.0,0.7102,30.0,2561.0,
2021-01-05 09:31:22.211,,0.7184,20.0,0.7102,30.0,2561.0,
2021-01-05 09:31:23.171,,0.7184,20.0,0.7124,10.0,2561.0,
2021-01-05 09:31:23.640,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:24.660,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:25.150,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:25.640,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:26.141,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:26.681,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:27.171,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:27.601,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:28.610,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:29.171,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:30.170,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:30.671,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:31.150,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:31.661,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:32.191,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:32.671,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:33.190,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:34.181,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:34.681,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:35.190,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:35.670,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:36.181,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:36.690,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:37.191,,0.7184,20.0,0.7128,10.0,2561.0,
2021-01-05 09:31:38.190,,0.7175,20.0,0.7109,10.0,2561.0,
2021-01-05 09:31:39.210,,0.7175,20.0,0.7107,10.0,2561.0,
2021-01-05 09:31:39.710,,0.7175,20.0,0.7109,10.0,2561.0,
2021-01-05 09:31:40.711,,0.7166,20.0,0.7102,10.0,2561.0,
2021-01-05 09:31:41.191,,0.7166,20.0,0.7102,10.0,2561.0,
2021-01-05 09:31:41.700,,0.7166,20.0,0.7102,10.0,2561.0,
2021-01-05 09:31:42.211,,0.7166,20.0,0.7102,10.0,2561.0,
2021-01-05 09:31:43.191,,0.7166,20.0,0.7104,10.0,2561.0,
2021-01-05 09:31:43.710,,0.7166,20.0,0.7106,10.0,2561.0,
2021-01-05 09:31:44.190,,0.7175,20.0,0.7106,10.0,2561.0,
2021-01-05 09:31:44.691,,0.7175,20.0,0.7111,10.0,2561.0,
2021-01-05 09:31:45.170,,0.7175,20.0,0.7101,20.0,2561.0,
2021-01-05 09:31:45.700,,0.7175,20.0,0.7105,10.0,2561.0,
2021-01-05 09:31:46.171,,0.7175,20.0,0.7101,10.0,2561.0,
2021-01-05 09:31:46.701,,0.7166,20.0,0.7101,10.0,2561.0,
2021-01-05 09:31:47.191,,0.7166,20.0,0.7101,10.0,2561.0,
2021-01-05 09:31:47.690,,0.7168,20.0,0.7101,10.0,2561.0,
2021-01-05 09:31:49.221,,0.7168,20.0,0.7101,10.0,2561.0,
2021-01-05 09:31:49.711,,0.7164,10.0,0.71,20.0,2561.0,
2021-01-05 09:31:50.191,,0.7164,10.0,0.7092,20.0,2561.0,
2021-01-05 09:31:50.710,,0.7158,20.0,0.7092,20.0,2561.0,
2021-01-05 09:31:51.210,,0.7158,20.0,0.7092,20.0,2561.0,
2021-01-05 09:31:52.220,,0.7158,20.0,0.7088,10.0,2561.0,
2021-01-05 09:31:52.621,,0.7158,20.0,0.7084,20.0,2561.0,
2021-01-05 09:31:53.171,,0.7151,20.0,0.7077,30.0,2561.0,
2021-01-05 09:31:53.630,,0.7134,10.0,0.7077,20.0,2561.0,
2021-01-05 09:31:54.151,,0.7134,30.0,0.7077,20.0,2561.0,
2021-01-05 09:31:54.641,,0.7134,30.0,0.7077,20.0,2561.0,
2021-01-05 09:31:55.150,,0.7134,30.0,0.7077,20.0,2561.0,
2021-01-05 09:31:55.670,,0.7134,30.0,0.7077,20.0,2561.0,
2021-01-05 09:31:56.110,,0.7134,30.0,0.7069,30.0,2561.0,
2021-01-05 09:31:57.171,,0.7134,30.0,0.7069,30.0,2561.0,
2021-01-05 09:31:58.171,,0.7134,30.0,0.7072,10.0,2561.0,
2021-01-05 09:31:59.180,,0.7134,30.0,0.7069,40.0,2561.0,
2021-01-05 09:31:59.660,,0.7134,30.0,0.7072,10.0,2561.0,
2021-01-05 09:32:00.150,,0.7134,30.0,0.7073,10.0,2561.0,
2021-01-05 09:32:00.650,,0.7134,30.0,0.7069,30.0,2561.0,
2021-01-05 09:32:01.170,,0.7134,30.0,0.7069,30.0,2561.0,
2021-01-05 09:32:01.670,,0.7134,30.0,0.7073,10.0,2561.0,
2021-01-05 09:32:02.171,,0.7134,30.0,0.7075,10.0,2561.0,
2021-01-05 09:32:02.671,,0.7134,30.0,0.708,10.0,2561.0,
2021-01-05 09:32:03.180,,0.7134,10.0,0.708,10.0,2561.0,
2021-01-05 09:32:03.641,,0.7134,30.0,0.708,30.0,2561.0,
2021-01-05 09:32:04.161,,0.7134,30.0,0.7081,10.0,2561.0,
2021-01-05 09:32:04.661,,0.7134,30.0,0.708,20.0,2561.0,
2021-01-05 09:32:05.141,,0.7134,30.0,0.7073,20.0,2561.0,
2021-01-05 09:32:05.660,,0.7134,30.0,0.7074,10.0,2561.0,
2021-01-05 09:32:06.161,,0.7134,30.0,0.7073,20.0,2561.0,
2021-01-05 09:32:06.680,,0.7134,30.0,0.7069,30.0,2561.0,
2021-01-05 09:32:07.070,,0.7134,30.0,0.7071,10.0,2561.0,
2021-01-05 09:32:07.671,,0.7134,20.0,0.7071,10.0,2561.0,
2021-01-05 09:32:08.100,,0.7151,20.0,0.7071,10.0,2561.0,
2021-01-05 09:32:08.670,,0.7151,30.0,0.7069,20.0,2561.0,
2021-01-05 09:32:09.141,,0.7146,10.0,0.7069,20.0,2561.0,
2021-01-05 09:32:09.681,,0.7147,10.0,0.7069,20.0,2561.0,
2021-01-05 09:32:10.161,,0.7151,20.0,0.7069,20.0,2561.0,
2021-01-05 09:32:10.630,,0.7146,10.0,0.7069,20.0,2561.0,
2021-01-05 09:32:11.170,,0.7149,10.0,0.7069,20.0,2561.0,
2021-01-05 09:32:11.650,,0.7151,20.0,0.7069,20.0,2561.0,
2021-01-05 09:32:12.161,,0.7151,20.0,0.7071,10.0,2561.0,
2021-01-05 09:32:12.670,,0.7151,20.0,0.7072,10.0,2561.0,
2021-01-05 09:32:13.171,,0.7151,20.0,0.7072,10.0,2561.0,
2021-01-05 09:32:14.180,,0.7151,20.0,0.7072,10.0,2561.0,
2021-01-05 09:32:14.660,,0.7151,20.0,0.7069,20.0,2561.0,
2021-01-05 09:32:15.171,,0.715,10.0,0.7069,20.0,2561.0,
2021-01-05 09:32:15.671,,0.7147,10.0,0.7069,20.0,2561.0,
2021-01-05 09:32:16.151,,0.7149,10.0,0.7069,20.0,2561.0,
2021-01-05 09:32:17.161,,0.7151,20.0,0.7069,20.0,2561.0,
2021-01-05 09:32:17.651,,0.7149,10.0,0.7069,20.0,2561.0,
2021-01-05 09:32:18.670,,0.7145,10.0,0.7069,20.0,2561.0,
2021-01-05 09:32:19.670,,0.7145,10.0,0.7069,20.0,2561.0,
2021-01-05 09:32:20.671,,0.7151,30.0,0.7069,20.0,2561.0,
2021-01-05 09:32:21.171,,0.7151,20.0,0.7069,20.0,2561.0,
2021-01-05 09:32:21.680,,0.7151,20.0,0.7072,10.0,2561.0,
2021-01-05 09:32:21.960,,0.7151,20.0,0.7072,10.0,2561.0,
2021-01-05 09:32:24.091,,0.7151,20.0,0.7069,20.0,2561.0,
2021-01-05 09:32:24.640,,0.7151,20.0,0.7069,20.0,2561.0,
2021-01-05 09:32:25.170,,0.7147,10.0,0.7069,20.0,2561.0,
2021-01-05 09:32:25.670,,0.7151,30.0,0.7069,20.0,2561.0,
2021-01-05 09:32:26.171,,0.7151,20.0,0.7069,20.0,2561.0,
2021-01-05 09:32:26.650,,0.7143,10.0,0.7069,20.0,2561.0,
2021-01-05 09:32:27.151,,0.7143,30.0,0.7069,20.0,2561.0,
2021-01-05 09:32:27.670,,0.7127,10.0,0.7069,20.0,2561.0,
2021-01-05 09:32:28.171,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:28.630,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:29.650,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:30.171,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:31.151,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:31.691,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:32.121,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:33.141,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:33.671,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:34.171,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:34.691,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:35.170,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:35.671,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:38.670,,0.7127,30.0,0.7062,40.0,2561.0,
2021-01-05 09:32:39.200,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:39.630,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:41.690,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:42.201,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:42.700,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:43.190,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:43.580,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:44.151,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:44.700,,0.7127,30.0,0.7063,2.0,2561.0,
2021-01-05 09:32:45.580,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:46.160,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:47.701,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:48.181,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:48.690,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:49.190,,0.7127,30.0,0.7062,30.0,2561.0,
2021-01-05 09:32:49.670,,0.7115,10.0,0.7042,10.0,2561.0,
2021-01-05 09:32:50.171,,0.7114,10.0,0.7036,10.0,2561.0,
2021-01-05 09:32:50.700,,0.7115,30.0,0.7045,10.0,2561.0,
2021-01-05 09:32:51.170,,0.7115,30.0,0.7042,20.0,2561.0,
2021-01-05 09:32:51.701,,0.711,10.0,0.7042,20.0,2561.0,
2021-01-05 09:32:52.191,,0.7115,10.0,0.7036,10.0,2561.0,
2021-01-05 09:32:52.671,,0.7115,30.0,0.7036,30.0,2561.0,
2021-01-05 09:32:53.161,,0.7115,30.0,0.7039,10.0,2561.0,
2021-01-05 09:32:53.641,,0.7115,30.0,0.7043,10.0,2561.0,
2021-01-05 09:32:54.181,,0.7115,30.0,0.7048,10.0,2561.0,
2021-01-05 09:32:54.671,,0.7115,30.0,0.705,10.0,2561.0,
2021-01-05 09:32:55.170,,0.7115,30.0,0.7048,20.0,2561.0,
2021-01-05 09:32:55.670,,0.7115,30.0,0.7048,20.0,2561.0,
2021-01-05 09:32:56.150,,0.7115,30.0,0.7048,20.0,2561.0,
2021-01-05 09:32:56.611,,0.7115,30.0,0.7037,10.0,2561.0,
2021-01-05 09:32:57.181,,0.7115,30.0,0.7042,10.0,2561.0,
2021-01-05 09:32:57.600,,0.7115,30.0,0.7044,10.0,2561.0,
2021-01-05 09:32:58.171,,0.7115,30.0,0.7044,20.0,2561.0,
2021-01-05 09:32:58.651,,0.7115,30.0,0.7039,10.0,2561.0,
2021-01-05 09:32:59.621,,0.7115,30.0,0.7036,40.0,2561.0,
2021-01-05 09:33:00.111,,0.7115,30.0,0.7036,40.0,2561.0,
2021-01-05 09:33:00.651,,0.7115,30.0,0.7037,10.0,2561.0,
2021-01-05 09:33:01.141,,0.7115,10.0,0.7041,10.0,2561.0,
2021-01-05 09:33:01.661,,0.7115,30.0,0.7045,10.0,2561.0,
2021-01-05 09:33:02.130,,0.7115,30.0,0.7045,10.0,2561.0,
