,last,ask1,asize1,bid1,bsize1,oi,volume
2021-01-05 09:25:00.080,,0.6883,1.0,0.6153,1.0,1543.0,
2021-01-05 09:30:00.451,,0.6555,20.0,0.6153,1.0,1543.0,
2021-01-05 09:30:00.991,,0.6555,20.0,0.5965,1.0,1543.0,
2021-01-05 09:30:01.481,0.6555,0.6555,13.0,0.5965,1.0,1543.0,7.0
2021-01-05 09:30:01.990,0.6555,0.6522,20.0,0.6412,20.0,1543.0,7.0
2021-01-05 09:30:02.501,0.6522,0.6512,20.0,0.6402,20.0,1543.0,9.0
2021-01-05 09:30:03.471,0.6522,0.6532,20.0,0.6422,20.0,1543.0,9.0
2021-01-05 09:30:04.430,0.6532,0.6523,20.0,0.6413,20.0,1543.0,10.0
2021-01-05 09:30:05.010,0.6532,0.6507,20.0,0.6402,20.0,1543.0,10.0
2021-01-05 09:30:05.990,0.6532,0.6507,20.0,0.3266,2.0,1543.0,10.0
2021-01-05 09:30:13.000,0.6532,0.6507,20.0,0.3266,7.0,1543.0,10.0
2021-01-05 09:30:14.521,0.6532,0.6507,20.0,0.3266,2.0,1543.0,10.0
2021-01-05 09:30:15.991,0.6532,0.6507,20.0,0.3266,2.0,1543.0,10.0
2021-01-05 09:30:16.531,0.6532,0.6507,20.0,0.3267,1.0,1543.0,10.0
2021-01-05 09:30:17.021,0.6532,0.6507,20.0,0.3267,1.0,1543.0,10.0
2021-01-05 09:30:17.641,0.6532,0.6507,20.0,0.3266,2.0,1543.0,10.0
2021-01-05 09:30:18.231,0.6532,1.0486,3.0,0.3266,2.0,1543.0,10.0
2021-01-05 09:30:18.750,0.6532,1.0486,3.0,0.3267,1.0,1543.0,10.0
2021-01-05 09:30:19.251,0.6532,1.0486,3.0,0.6025,5.0,1543.0,10.0
2021-01-05 09:30:19.751,0.6532,1.0486,3.0,0.3266,2.0,1543.0,10.0
2021-01-05 09:30:20.240,0.6532,0.6517,20.0,0.6407,20.0,1543.0,10.0
2021-01-05 09:30:20.740,0.6532,0.6517,20.0,0.6407,20.0,1543.0,10.0
2021-01-05 09:30:21.241,0.6532,0.6507,20.0,0.6397,20.0,1543.0,10.0
2021-01-05 09:30:21.741,0.6532,0.6517,20.0,0.6407,5.0,1543.0,10.0
2021-01-05 09:30:22.240,0.6532,0.6501,20.0,0.6407,20.0,1543.0,10.0
2021-01-05 09:30:22.671,0.6532,0.6501,20.0,0.6397,20.0,1543.0,10.0
2021-01-05 09:30:23.170,0.6501,0.6501,19.0,0.6397,20.0,1543.0,11.0
2021-01-05 09:30:23.670,0.6501,0.6501,20.0,0.6387,20.0,1543.0,11.0
2021-01-05 09:30:24.161,0.6501,0.6491,20.0,0.6397,5.0,1543.0,11.0
2021-01-05 09:30:24.661,0.6501,0.6491,20.0,0.6397,20.0,1543.0,11.0
2021-01-05 09:30:25.160,0.6501,0.6491,20.0,0.6376,20.0,1543.0,11.0
2021-01-05 09:30:25.671,0.6501,0.6482,20.0,0.6376,20.0,1543.0,11.0
2021-01-05 09:30:26.670,0.6482,0.6482,19.0,0.6376,20.0,1543.0,12.0
2021-01-05 09:30:27.170,0.6482,0.6482,20.0,0.6376,20.0,1543.0,12.0
2021-01-05 09:30:27.671,0.6482,0.6482,19.0,0.6376,20.0,1543.0,13.0
2021-01-05 09:30:28.161,0.6482,0.6482,20.0,0.6376,20.0,1543.0,13.0
2021-01-05 09:30:29.150,0.6482,0.6482,20.0,0.6376,20.0,1543.0,13.0
2021-01-05 09:30:29.650,0.6482,0.6482,20.0,0.6376,20.0,1543.0,13.0
2021-01-05 09:30:30.171,0.6482,0.6482,19.0,0.6376,20.0,1543.0,14.0
2021-01-05 09:30:30.620,0.6482,0.6492,20.0,0.6376,20.0,1543.0,15.0
2021-01-05 09:30:31.121,0.6482,0.6492,20.0,0.6376,20.0,1543.0,15.0
2021-01-05 09:30:31.661,0.6492,0.6492,19.0,0.6385,20.0,1543.0,16.0
2021-01-05 09:30:32.140,0.6492,0.6499,20.0,0.6385,20.0,1543.0,16.0
2021-01-05 09:30:32.551,0.6492,0.6499,20.0,0.6394,20.0,1543.0,16.0
2021-01-05 09:30:33.171,0.6492,0.6492,10.0,0.6394,20.0,1543.0,16.0
2021-01-05 09:30:33.671,0.6492,0.6492,30.0,0.6394,20.0,1543.0,16.0
2021-01-05 09:30:34.191,0.6492,0.6492,28.0,0.6394,23.0,1543.0,18.0
2021-01-05 09:30:34.670,0.6492,0.6492,28.0,0.6394,20.0,1543.0,18.0
2021-01-05 09:30:36.170,0.6492,0.6492,28.0,0.6385,20.0,1543.0,18.0
2021-01-05 09:30:36.691,0.6492,0.6492,28.0,0.6385,20.0,1543.0,18.0
2021-01-05 09:30:37.171,0.6492,0.6492,28.0,0.6392,20.0,1543.0,18.0
2021-01-05 09:30:38.141,0.6492,0.6492,28.0,0.6392,23.0,1543.0,18.0
2021-01-05 09:30:38.700,0.6492,0.6492,28.0,0.6392,20.0,1543.0,18.0
2021-01-05 09:30:42.671,0.6492,0.6492,27.0,0.6392,20.0,1544.0,19.0
2021-01-05 09:30:43.180,0.6492,0.6492,27.0,0.6399,20.0,1544.0,19.0
2021-01-05 09:30:43.480,0.6492,0.6492,27.0,0.6399,20.0,1544.0,19.0
2021-01-05 09:30:44.181,0.6492,0.6492,27.0,0.6399,30.0,1544.0,19.0
2021-01-05 09:30:44.650,0.6492,0.6492,27.0,0.6399,20.0,1544.0,19.0
2021-01-05 09:30:46.200,0.6492,0.6492,27.0,0.6409,20.0,1544.0,19.0
2021-01-05 09:30:46.701,0.6492,0.6492,26.0,0.6409,20.0,1544.0,20.0
2021-01-05 09:30:47.191,0.6492,0.6492,26.0,0.6409,20.0,1544.0,20.0
2021-01-05 09:30:47.691,0.6492,0.6492,25.0,0.6417,20.0,1544.0,21.0
2021-01-05 09:30:48.200,0.6492,0.6492,25.0,0.6417,20.0,1544.0,21.0
2021-01-05 09:30:49.210,0.6492,0.6492,25.0,0.6417,20.0,1544.0,21.0
2021-01-05 09:30:49.700,0.6492,0.6492,25.0,0.6409,20.0,1544.0,21.0
2021-01-05 09:30:50.171,0.6492,0.6492,25.0,0.6409,20.0,1544.0,21.0
2021-01-05 09:30:50.720,0.6492,0.6492,25.0,0.6409,20.0,1544.0,21.0
2021-01-05 09:30:52.221,0.6492,0.6492,25.0,0.6416,20.0,1544.0,21.0
2021-01-05 09:30:52.651,0.6492,0.6492,25.0,0.6416,20.0,1544.0,21.0
2021-01-05 09:30:53.120,0.6492,0.6492,25.0,0.6416,20.0,1544.0,21.0
2021-01-05 09:30:55.081,0.6492,0.6492,25.0,0.6426,20.0,1544.0,21.0
2021-01-05 09:30:55.671,0.6492,0.6492,25.0,0.6426,20.0,1544.0,21.0
2021-01-05 09:30:56.170,0.6492,0.6492,25.0,0.6426,20.0,1544.0,21.0
2021-01-05 09:30:56.660,0.6492,0.6492,5.0,0.6426,20.0,1544.0,21.0
2021-01-05 09:30:58.140,0.6492,0.6492,25.0,0.6416,20.0,1544.0,21.0
2021-01-05 09:30:59.171,0.6492,0.6492,25.0,0.6416,20.0,1544.0,21.0
2021-01-05 09:30:59.640,0.6492,0.6492,25.0,0.6416,20.0,1544.0,21.0
2021-01-05 09:31:00.161,0.6492,0.6492,25.0,0.6407,20.0,1544.0,21.0
2021-01-05 09:31:00.681,0.6492,0.6492,25.0,0.6418,20.0,1544.0,21.0
2021-01-05 09:31:01.140,0.6492,0.6492,25.0,0.6407,20.0,1544.0,21.0
2021-01-05 09:31:01.680,0.6492,0.6492,25.0,0.6407,20.0,1544.0,21.0
2021-01-05 09:31:02.170,0.6492,0.6492,15.0,0.6385,10.0,1544.0,21.0
2021-01-05 09:31:02.681,0.6492,0.6492,35.0,0.64,20.0,1544.0,21.0
2021-01-05 09:31:03.131,0.6492,0.6492,35.0,0.64,20.0,1544.0,21.0
2021-01-05 09:31:04.181,0.6492,0.6492,35.0,0.639,20.0,1544.0,21.0
2021-01-05 09:31:04.671,0.6492,0.6492,35.0,0.639,20.0,1544.0,21.0
2021-01-05 09:31:05.190,0.6492,0.6492,35.0,0.639,20.0,1544.0,21.0
2021-01-05 09:31:06.681,0.6492,0.6492,35.0,0.6404,20.0,1544.0,21.0
2021-01-05 09:31:07.190,0.6492,0.6492,35.0,0.6404,20.0,1544.0,21.0
2021-01-05 09:31:07.670,0.6492,0.6492,35.0,0.6404,20.0,1544.0,21.0
2021-01-05 09:31:08.650,0.6492,0.6492,15.0,0.6415,20.0,1544.0,21.0
2021-01-05 09:31:09.101,0.6492,0.6492,25.0,0.6404,20.0,1544.0,21.0
2021-01-05 09:31:09.701,0.6492,0.6492,25.0,0.6404,20.0,1544.0,21.0
2021-01-05 09:31:10.690,0.6492,0.6492,25.0,0.6411,20.0,1544.0,21.0
2021-01-05 09:31:11.170,0.6492,0.6492,25.0,0.6411,20.0,1544.0,21.0
2021-01-05 09:31:11.701,0.6492,0.6492,5.0,0.6411,20.0,1544.0,21.0
2021-01-05 09:31:12.171,0.6492,0.6492,25.0,0.6411,20.0,1544.0,21.0
2021-01-05 09:31:13.170,0.6492,0.6492,35.0,0.6411,20.0,1544.0,21.0
2021-01-05 09:31:13.710,0.6492,0.6492,35.0,0.6404,20.0,1544.0,21.0
2021-01-05 09:31:14.200,0.6492,0.6492,35.0,0.6404,20.0,1544.0,21.0
2021-01-05 09:31:14.690,0.6492,0.6492,35.0,0.6404,20.0,1544.0,21.0
2021-01-05 09:31:16.180,0.6492,0.6492,35.0,0.6404,20.0,1544.0,21.0
2021-01-05 09:31:18.720,0.6492,0.6492,35.0,0.6412,20.0,1544.0,21.0
2021-01-05 09:31:19.150,0.6492,0.6492,15.0,0.6412,20.0,1544.0,21.0
2021-01-05 09:31:19.721,0.6492,0.6492,5.0,0.6412,20.0,1544.0,21.0
2021-01-05 09:31:20.171,0.6492,0.6492,25.0,0.6412,20.0,1544.0,21.0
2021-01-05 09:31:20.701,0.6492,0.6492,25.0,0.6422,20.0,1544.0,21.0
2021-01-05 09:31:21.221,0.6492,0.6492,25.0,0.6412,20.0,1544.0,21.0
2021-01-05 09:31:22.211,0.6492,0.6492,25.0,0.639,16.0,1544.0,21.0
2021-01-05 09:31:22.620,0.6492,0.6492,25.0,0.6401,20.0,1544.0,21.0
2021-01-05 09:31:23.171,0.6492,0.6452,10.0,0.6401,20.0,1544.0,21.0
2021-01-05 09:31:23.621,0.6492,0.6455,10.0,0.6401,20.0,1544.0,21.0
2021-01-05 09:31:24.161,0.6492,0.6455,10.0,0.6401,20.0,1544.0,21.0
2021-01-05 09:31:24.660,0.6492,0.6459,10.0,0.6401,20.0,1544.0,21.0
2021-01-05 09:31:25.150,0.6492,0.6464,10.0,0.6401,20.0,1544.0,21.0
2021-01-05 09:31:25.630,0.6492,0.6467,10.0,0.6409,20.0,1544.0,21.0
2021-01-05 09:31:26.101,0.6492,0.6459,10.0,0.6409,20.0,1544.0,21.0
2021-01-05 09:31:27.171,0.6492,0.6463,10.0,0.6409,20.0,1544.0,21.0
2021-01-05 09:31:27.601,0.6492,0.6459,10.0,0.6409,20.0,1544.0,21.0
2021-01-05 09:31:28.091,0.6492,0.6459,10.0,0.6401,20.0,1544.0,21.0
2021-01-05 09:31:28.610,0.6492,0.6455,10.0,0.6401,20.0,1544.0,21.0
2021-01-05 09:31:29.171,0.6492,0.6461,10.0,0.6401,20.0,1544.0,21.0
2021-01-05 09:31:30.170,0.6492,0.6459,10.0,0.6401,20.0,1544.0,21.0
2021-01-05 09:31:30.671,0.6492,0.6464,10.0,0.6401,20.0,1544.0,21.0
2021-01-05 09:31:31.150,0.6492,0.646,10.0,0.6401,20.0,1544.0,21.0
2021-01-05 09:31:31.661,0.6492,0.646,10.0,0.6401,20.0,1544.0,21.0
2021-01-05 09:31:32.191,0.6492,0.6459,10.0,0.6401,20.0,1544.0,21.0
2021-01-05 09:31:32.671,0.6492,0.6461,10.0,0.6401,20.0,1544.0,21.0
2021-01-05 09:31:33.190,0.6492,0.6461,10.0,0.6408,20.0,1544.0,21.0
2021-01-05 09:31:34.181,0.6492,0.6464,10.0,0.6408,20.0,1544.0,21.0
2021-01-05 09:31:34.681,0.6492,0.6458,10.0,0.6401,20.0,1544.0,21.0
2021-01-05 09:31:35.190,0.6492,0.6459,10.0,0.6401,20.0,1544.0,21.0
2021-01-05 09:31:35.670,0.6492,0.6463,10.0,0.6401,20.0,1544.0,21.0
2021-01-05 09:31:36.181,0.6492,0.6461,10.0,0.6401,20.0,1544.0,21.0
2021-01-05 09:31:36.690,0.6492,0.6457,10.0,0.6401,20.0,1544.0,21.0
2021-01-05 09:31:37.191,0.6492,0.6462,10.0,0.6401,20.0,1544.0,21.0
2021-01-05 09:31:38.190,0.6492,0.647,10.0,0.6412,20.0,1544.0,21.0
2021-01-05 09:31:38.690,0.6492,0.646,10.0,0.6412,20.0,1544.0,21.0
2021-01-05 09:31:39.210,0.6492,0.6472,10.0,0.6412,20.0,1544.0,21.0
2021-01-05 09:31:39.710,0.6492,0.647,10.0,0.6412,20.0,1544.0,21.0
2021-01-05 09:31:40.200,0.6492,0.6474,10.0,0.6412,20.0,1544.0,21.0
2021-01-05 09:31:40.711,0.6492,0.6477,10.0,0.6413,2.0,1544.0,21.0
2021-01-05 09:31:41.191,0.6492,0.6477,10.0,0.6413,2.0,1544.0,21.0
2021-01-05 09:31:41.691,0.6492,0.6481,10.0,0.642,30.0,1544.0,21.0
2021-01-05 09:31:42.211,0.6492,0.6476,10.0,0.6421,2.0,1544.0,21.0
2021-01-05 09:31:43.191,0.6492,0.6473,10.0,0.6421,2.0,1544.0,21.0
2021-01-05 09:31:43.710,0.6492,0.6471,10.0,0.642,40.0,1544.0,21.0
2021-01-05 09:31:44.190,0.6492,0.6471,10.0,0.642,30.0,1544.0,21.0
2021-01-05 09:31:44.691,0.6492,0.6466,10.0,0.642,30.0,1544.0,21.0
2021-01-05 09:31:45.170,0.6492,0.6477,10.0,0.642,30.0,1544.0,21.0
2021-01-05 09:31:45.700,0.6492,0.6472,10.0,0.642,30.0,1544.0,21.0
2021-01-05 09:31:46.171,0.6492,0.6482,10.0,0.6421,2.0,1544.0,21.0
2021-01-05 09:31:46.701,0.6492,0.6482,10.0,0.6421,12.0,1544.0,21.0
2021-01-05 09:31:47.191,0.6492,0.6478,10.0,0.6421,12.0,1544.0,21.0
2021-01-05 09:31:47.711,0.6492,0.6485,10.0,0.6421,12.0,1544.0,21.0
2021-01-05 09:31:49.221,0.6492,0.6485,10.0,0.6421,12.0,1544.0,21.0
2021-01-05 09:31:49.711,0.6492,0.6488,20.0,0.6421,12.0,1544.0,21.0
2021-01-05 09:31:50.191,0.6492,0.6488,20.0,0.6421,12.0,1544.0,21.0
2021-01-05 09:31:50.710,0.6492,0.6496,10.0,0.6445,10.0,1544.0,21.0
2021-01-05 09:31:51.210,0.6492,0.6494,10.0,0.6445,30.0,1544.0,21.0
2021-01-05 09:31:52.220,0.6492,0.6494,10.0,0.6446,2.0,1544.0,21.0
2021-01-05 09:31:52.621,0.6492,0.6501,20.0,0.6446,2.0,1544.0,21.0
2021-01-05 09:31:53.171,0.6492,0.6513,30.0,0.6446,2.0,1544.0,21.0
2021-01-05 09:31:53.630,0.6492,0.651,10.0,0.6446,2.0,1544.0,21.0
2021-01-05 09:31:54.151,0.6492,0.651,10.0,0.6446,2.0,1544.0,21.0
2021-01-05 09:31:54.641,0.6492,0.651,10.0,0.6446,2.0,1544.0,21.0
2021-01-05 09:31:55.150,0.6492,0.6513,40.0,0.6446,2.0,1544.0,21.0
2021-01-05 09:31:55.670,0.6492,0.6513,30.0,0.6446,2.0,1544.0,21.0
2021-01-05 09:31:56.110,0.6492,0.6513,20.0,0.6466,10.0,1544.0,21.0
2021-01-05 09:31:56.681,0.6492,0.6513,20.0,0.6466,30.0,1544.0,21.0
2021-01-05 09:31:58.171,0.6492,0.6513,20.0,0.6466,30.0,1544.0,21.0
2021-01-05 09:31:59.180,0.6492,0.6513,20.0,0.6466,30.0,1544.0,21.0
2021-01-05 09:31:59.660,0.6492,0.6513,20.0,0.6466,30.0,1544.0,21.0
2021-01-05 09:32:00.150,0.6492,0.6513,20.0,0.6466,30.0,1544.0,21.0
2021-01-05 09:32:00.650,0.6492,0.6513,20.0,0.6466,30.0,1544.0,21.0
2021-01-05 09:32:01.170,0.6492,0.6521,10.0,0.6466,30.0,1544.0,21.0
2021-01-05 09:32:01.670,0.6492,0.6522,20.0,0.6466,30.0,1544.0,21.0
2021-01-05 09:32:02.171,0.6492,0.6514,10.0,0.6466,30.0,1544.0,21.0
2021-01-05 09:32:02.671,0.6492,0.6509,10.0,0.6466,30.0,1544.0,21.0
2021-01-05 09:32:04.150,0.6492,0.6507,10.0,0.6459,20.0,1544.0,21.0
2021-01-05 09:32:04.661,0.6492,0.6507,20.0,0.6445,20.0,1544.0,21.0
2021-01-05 09:32:05.141,0.6492,0.6514,20.0,0.6446,2.0,1544.0,21.0
2021-01-05 09:32:05.660,0.6492,0.6512,10.0,0.6446,2.0,1544.0,21.0
2021-01-05 09:32:06.161,0.6492,0.6514,20.0,0.6446,12.0,1544.0,21.0
2021-01-05 09:32:06.680,0.6492,0.6521,10.0,0.6446,22.0,1544.0,21.0
2021-01-05 09:32:07.070,0.6492,0.6526,20.0,0.6446,22.0,1544.0,21.0
2021-01-05 09:32:07.570,0.6492,0.6516,10.0,0.6446,22.0,1544.0,21.0
2021-01-05 09:32:08.100,0.6492,0.6516,20.0,0.6446,22.0,1544.0,21.0
2021-01-05 09:32:08.670,0.6492,0.6516,20.0,0.6446,22.0,1544.0,21.0
2021-01-05 09:32:09.141,0.6492,0.6526,20.0,0.645,10.0,1544.0,21.0
2021-01-05 09:32:09.681,0.6492,0.6526,20.0,0.6451,2.0,1544.0,21.0
2021-01-05 09:32:10.161,0.6492,0.6526,20.0,0.6451,2.0,1544.0,21.0
2021-01-05 09:32:10.630,0.6492,0.6522,10.0,0.6451,2.0,1544.0,21.0
2021-01-05 09:32:11.170,0.6492,0.6525,10.0,0.6451,2.0,1544.0,21.0
2021-01-05 09:32:11.650,0.6492,0.652,10.0,0.6451,2.0,1544.0,21.0
2021-01-05 09:32:12.161,0.6492,0.6517,10.0,0.6448,2.0,1544.0,21.0
2021-01-05 09:32:12.670,0.6492,0.6516,10.0,0.6448,2.0,1544.0,21.0
2021-01-05 09:32:14.180,0.6492,0.6516,10.0,0.6448,2.0,1544.0,21.0
2021-01-05 09:32:14.660,0.6492,0.6517,30.0,0.6448,2.0,1544.0,21.0
2021-01-05 09:32:15.171,0.6492,0.6517,30.0,0.6448,2.0,1544.0,21.0
2021-01-05 09:32:15.671,0.6492,0.6517,30.0,0.6448,2.0,1544.0,21.0
2021-01-05 09:32:16.151,0.6492,0.6517,30.0,0.6448,2.0,1544.0,21.0
2021-01-05 09:32:17.161,0.6492,0.6517,30.0,0.6448,2.0,1544.0,21.0
2021-01-05 09:32:17.651,0.6492,0.6517,30.0,0.6448,2.0,1544.0,21.0
2021-01-05 09:32:18.130,0.6492,0.6517,20.0,0.6448,2.0,1544.0,21.0
2021-01-05 09:32:18.670,0.6492,0.6526,20.0,0.645,10.0,1544.0,21.0
2021-01-05 09:32:18.990,0.6492,0.6526,20.0,0.6451,2.0,1544.0,21.0
2021-01-05 09:32:19.670,0.6492,0.6526,20.0,0.6451,2.0,1544.0,21.0
2021-01-05 09:32:20.671,0.6492,0.6524,10.0,0.6451,2.0,1544.0,21.0
2021-01-05 09:32:21.171,0.6492,0.6521,10.0,0.6446,20.0,1544.0,21.0
2021-01-05 09:32:21.680,0.6492,0.6517,10.0,0.6446,20.0,1544.0,21.0
2021-01-05 09:32:22.181,0.6492,0.6517,20.0,0.6446,20.0,1544.0,21.0
2021-01-05 09:32:22.660,0.6492,0.6517,20.0,0.6446,20.0,1544.0,21.0
2021-01-05 09:32:23.670,0.6492,0.6517,20.0,0.6446,22.0,1544.0,21.0
2021-01-05 09:32:24.091,0.6492,0.6517,20.0,0.6446,22.0,1544.0,21.0
2021-01-05 09:32:24.640,0.6492,0.6523,10.0,0.6446,22.0,1544.0,21.0
2021-01-05 09:32:25.170,0.6492,0.6526,20.0,0.6449,10.0,1544.0,21.0
2021-01-05 09:32:25.670,0.6492,0.6525,10.0,0.6446,32.0,1544.0,21.0
2021-01-05 09:32:26.171,0.6492,0.6526,20.0,0.6455,10.0,1544.0,21.0
2021-01-05 09:32:26.650,0.6492,0.6526,20.0,0.6455,30.0,1544.0,21.0
2021-01-05 09:32:27.151,0.6492,0.6526,20.0,0.6456,2.0,1544.0,21.0
2021-01-05 09:32:27.670,0.6492,0.6526,20.0,0.6456,2.0,1544.0,21.0
2021-01-05 09:32:28.630,0.6492,0.6526,20.0,0.6458,10.0,1544.0,21.0
2021-01-05 09:32:30.171,0.6492,0.6526,20.0,0.6456,2.0,1544.0,21.0
2021-01-05 09:32:31.691,0.6492,0.6526,20.0,0.6458,10.0,1544.0,21.0
2021-01-05 09:32:31.950,0.6492,0.6526,20.0,0.6459,2.0,1544.0,21.0
2021-01-05 09:32:33.141,0.6492,0.6526,20.0,0.6459,2.0,1544.0,21.0
2021-01-05 09:32:33.671,0.6492,0.6526,20.0,0.6459,2.0,1544.0,21.0
2021-01-05 09:32:34.171,0.6492,0.6526,20.0,0.6459,2.0,1544.0,21.0
2021-01-05 09:32:34.691,0.6492,0.6526,20.0,0.6455,20.0,1544.0,21.0
2021-01-05 09:32:35.170,0.6492,0.6526,20.0,0.6455,2.0,1544.0,21.0
