,last,ask1,asize1,bid1,bsize1,oi,volume
2021-01-05 09:25:00.080,,0.0022,50.0,0.0021,1.0,42457.0,
2021-01-05 09:30:00.451,,0.0022,50.0,0.0021,21.0,42457.0,
2021-01-05 09:30:00.991,0.0022,0.0022,30.0,0.0021,20.0,42457.0,20.0
2021-01-05 09:30:01.481,0.0021,0.0022,30.0,0.002,20.0,42457.0,21.0
2021-01-05 09:30:01.990,0.0021,0.0022,30.0,0.002,20.0,42457.0,21.0
2021-01-05 09:30:02.501,0.0021,0.0022,30.0,0.0019,31.0,42457.0,21.0
2021-01-05 09:30:02.870,0.0021,0.0022,30.0,0.0019,31.0,42457.0,21.0
2021-01-05 09:30:03.471,0.0021,0.0022,30.0,0.0019,21.0,42457.0,21.0
2021-01-05 09:30:03.980,0.0021,0.0022,30.0,0.0019,11.0,42457.0,21.0
2021-01-05 09:30:04.430,0.0021,0.0022,30.0,0.0019,31.0,42457.0,21.0
2021-01-05 09:30:05.990,0.0021,0.0022,30.0,0.0019,11.0,42457.0,21.0
2021-01-05 09:30:06.971,0.0021,0.0022,30.0,0.0019,31.0,42457.0,21.0
2021-01-05 09:30:07.471,0.0021,0.0022,30.0,0.0019,31.0,42457.0,21.0
2021-01-05 09:30:08.001,0.0021,0.0022,30.0,0.002,20.0,42457.0,21.0
2021-01-05 09:30:08.960,0.0021,0.0022,30.0,0.0019,31.0,42457.0,21.0
2021-01-05 09:30:09.490,0.0021,0.0022,30.0,0.002,20.0,42457.0,21.0
2021-01-05 09:30:10.501,0.0021,0.0022,30.0,0.002,20.0,42457.0,21.0
2021-01-05 09:30:11.000,0.0022,0.0022,10.0,0.0019,31.0,42457.0,41.0
2021-01-05 09:30:11.521,0.0022,0.0022,10.0,0.0019,21.0,42457.0,41.0
2021-01-05 09:30:11.970,0.0022,0.0022,10.0,0.002,20.0,42457.0,41.0
2021-01-05 09:30:12.521,0.0022,0.0022,10.0,0.002,20.0,42457.0,41.0
2021-01-05 09:30:12.860,0.0022,0.0022,10.0,0.0019,31.0,42457.0,41.0
2021-01-05 09:30:17.641,0.0022,0.0022,10.0,0.0019,31.0,42457.0,41.0
2021-01-05 09:30:18.590,0.0022,0.0022,10.0,0.0019,41.0,42457.0,41.0
2021-01-05 09:30:23.670,0.0022,0.0022,10.0,0.0019,41.0,42457.0,41.0
2021-01-05 09:30:24.661,0.0022,0.0022,10.0,0.0019,41.0,42457.0,41.0
2021-01-05 09:30:30.620,0.0022,0.0022,10.0,0.0019,31.0,42457.0,41.0
2021-01-05 09:30:31.661,0.0022,0.0022,10.0,0.0019,41.0,42457.0,41.0
2021-01-05 09:30:32.140,0.0022,0.0022,10.0,0.0019,41.0,42457.0,41.0
2021-01-05 09:30:32.631,0.0022,0.0022,10.0,0.0019,31.0,42457.0,41.0
2021-01-05 09:30:33.181,0.0022,0.0022,10.0,0.002,15.0,42457.0,41.0
2021-01-05 09:30:33.671,0.0022,0.0022,10.0,0.002,45.0,42457.0,41.0
2021-01-05 09:30:34.191,0.0022,0.0022,10.0,0.0021,15.0,42457.0,41.0
2021-01-05 09:30:34.670,0.0022,0.0022,10.0,0.0021,35.0,42457.0,41.0
2021-01-05 09:30:35.121,0.0022,0.0024,10.0,0.0022,15.0,42457.0,51.0
2021-01-05 09:30:35.680,0.0022,0.0025,31.0,0.0022,35.0,42457.0,51.0
2021-01-05 09:30:36.170,0.0022,0.0025,31.0,0.0022,45.0,42457.0,51.0
2021-01-05 09:30:36.691,0.0022,0.0025,31.0,0.0022,35.0,42457.0,51.0
2021-01-05 09:30:39.680,0.0022,0.0025,31.0,0.0022,45.0,42457.0,51.0
2021-01-05 09:30:40.170,0.0022,0.0024,5.0,0.0022,35.0,42457.0,51.0
2021-01-05 09:30:40.690,0.0022,0.0024,5.0,0.0022,35.0,42457.0,51.0
2021-01-05 09:30:45.161,0.0022,0.0024,5.0,0.0022,35.0,42457.0,51.0
2021-01-05 09:30:45.710,0.0022,0.0024,5.0,0.0022,35.0,42457.0,51.0
2021-01-05 09:30:46.200,0.0022,0.0024,5.0,0.0022,35.0,42457.0,51.0
2021-01-05 09:30:46.671,0.0022,0.0024,5.0,0.0022,15.0,42457.0,51.0
2021-01-05 09:30:50.171,0.0022,0.0023,10.0,0.0022,15.0,42457.0,51.0
2021-01-05 09:30:50.720,0.0023,0.0023,9.0,0.0022,15.0,42457.0,52.0
2021-01-05 09:30:51.181,0.0022,0.0023,9.0,0.0022,15.0,42452.0,57.0
2021-01-05 09:30:53.120,0.0022,0.0023,9.0,0.0022,15.0,42452.0,57.0
2021-01-05 09:30:56.660,0.0022,0.0023,9.0,0.0022,15.0,42452.0,57.0
2021-01-05 09:30:57.171,0.0022,0.0023,9.0,0.0022,15.0,42452.0,57.0
2021-01-05 09:30:57.661,0.0022,0.0023,9.0,0.0022,15.0,42452.0,57.0
2021-01-05 09:30:58.091,0.0022,0.0023,9.0,0.0022,45.0,42452.0,57.0
2021-01-05 09:30:58.660,0.0022,0.0023,9.0,0.0022,45.0,42452.0,57.0
2021-01-05 09:30:59.640,0.0022,0.0023,9.0,0.0022,45.0,42452.0,57.0
2021-01-05 09:31:00.681,0.0022,0.0023,9.0,0.0022,30.0,42452.0,57.0
2021-01-05 09:31:01.140,0.0023,0.0024,30.0,0.0023,15.0,42443.0,66.0
2021-01-05 09:31:01.680,0.0023,0.0024,30.0,0.0023,15.0,42443.0,66.0
2021-01-05 09:31:02.170,0.0023,0.0024,30.0,0.0023,15.0,42443.0,66.0
2021-01-05 09:31:03.131,0.0023,0.0024,30.0,0.0023,15.0,42443.0,66.0
2021-01-05 09:31:03.680,0.0023,0.0024,30.0,0.0023,15.0,42443.0,66.0
2021-01-05 09:31:04.181,0.0023,0.0024,30.0,0.0023,15.0,42443.0,66.0
2021-01-05 09:31:05.190,0.0023,0.0025,31.0,0.0023,15.0,42443.0,66.0
2021-01-05 09:31:05.670,0.0023,0.0025,31.0,0.0023,15.0,42443.0,66.0
2021-01-05 09:31:06.160,0.0023,0.0025,31.0,0.0023,15.0,42443.0,66.0
2021-01-05 09:31:07.190,0.0023,0.0025,31.0,0.0022,40.0,42443.0,66.0
2021-01-05 09:31:07.670,0.0023,0.0025,31.0,0.0022,45.0,42443.0,66.0
2021-01-05 09:31:08.200,0.0023,0.0025,31.0,0.0022,55.0,42443.0,66.0
2021-01-05 09:31:08.650,0.0023,0.0024,30.0,0.0022,45.0,42443.0,66.0
2021-01-05 09:31:10.200,0.0023,0.0023,5.0,0.0022,45.0,42443.0,66.0
2021-01-05 09:31:11.701,0.0023,0.0023,5.0,0.0022,45.0,42443.0,66.0
2021-01-05 09:31:12.621,0.0023,0.0023,5.0,0.0022,65.0,42443.0,66.0
2021-01-05 09:31:13.170,0.0023,0.0023,5.0,0.0022,45.0,42443.0,66.0
2021-01-05 09:31:14.690,0.0023,0.0023,5.0,0.0022,65.0,42443.0,66.0
2021-01-05 09:31:15.110,0.0023,0.0023,5.0,0.0022,65.0,42443.0,66.0
