,last,ask1,asize1,bid1,bsize1,oi,volume
2021-01-05 09:24:34.720,0.0093,0.0093,1.0,0.0093,1.0,15496.0,
2021-01-05 09:24:50.290,0.0095,0.0095,1.0,0.0095,1.0,15496.0,
2021-01-05 09:25:00.080,0.0095,0.0103,3.0,0.0093,1.0,15497.0,1.0
2021-01-05 09:30:00.451,0.0095,0.0103,1.0,0.0093,1.0,15497.0,1.0
2021-01-05 09:30:00.991,0.0095,0.0107,1.0,0.0086,8.0,15497.0,1.0
2021-01-05 09:30:01.481,0.0095,0.0107,1.0,0.0086,8.0,15497.0,1.0
2021-01-05 09:30:01.990,0.0095,0.0107,1.0,0.0093,20.0,15497.0,1.0
2021-01-05 09:30:02.501,0.0095,0.0107,20.0,0.0093,20.0,15497.0,1.0
2021-01-05 09:30:03.010,0.0095,0.0113,20.0,0.0093,20.0,15497.0,1.0
2021-01-05 09:30:03.471,0.0095,0.0112,20.0,0.0092,20.0,15497.0,1.0
2021-01-05 09:30:03.980,0.0095,0.0111,20.0,0.0091,20.0,15497.0,1.0
2021-01-05 09:30:04.430,0.0095,0.0112,20.0,0.0092,20.0,15497.0,1.0
2021-01-05 09:30:05.010,0.0095,0.0113,20.0,0.0093,20.0,15497.0,1.0
2021-01-05 09:30:05.481,0.0095,0.0112,20.0,0.0093,20.0,15497.0,1.0
2021-01-05 09:30:05.990,0.0095,0.0118,5.0,0.0093,20.0,15497.0,1.0
2021-01-05 09:30:06.480,0.0095,0.0114,20.0,0.0094,20.0,15497.0,1.0
2021-01-05 09:30:06.971,0.0095,0.0118,5.0,0.0094,20.0,15497.0,1.0
2021-01-05 09:30:07.471,0.0095,0.0114,20.0,0.0095,20.0,15497.0,1.0
2021-01-05 09:30:08.001,0.0095,0.0115,20.0,0.0095,20.0,15497.0,1.0
2021-01-05 09:30:08.520,0.0095,0.0114,20.0,0.0094,20.0,15497.0,1.0
2021-01-05 09:30:11.521,0.0095,0.0115,20.0,0.0095,20.0,15497.0,1.0
2021-01-05 09:30:11.980,0.0095,0.0114,20.0,0.0094,20.0,15497.0,1.0
